Age,Weight,Sleep_Hours,Sleep_Timing,Working_Hours,Study_Hours,Exercise_Hours,Water_Intake,Healthy_Diet,Fast_Food_Weekly,Health_Issues,Exam_Preparation,Family_Issues,Location_Type,Social_Media_Usage,Instagram_Hours,Facebook_Hours,Stress_Level
17,78.9,6.9,Late,9.1,5.5,0.9,5.1,4,0,0,1,0,Urban,1,3.7,0.3,High
56,66.8,7.1,Normal,10.8,1.3,0.4,1.0,6,2,1,1,1,Urban,1,0.4,1.5,Critical
38,40.0,7.3,Normal,8.4,1.9,2.0,7.4,7,0,0,0,0,Rural,1,2.3,1.5,Minimal
57,72.0,4.8,Normal,10.0,4.1,1.0,7.8,1,0,1,0,0,Rural,1,1.3,1.2,Moderate
54,68.6,7.8,Late,7.9,5.8,0.0,5.8,4,1,1,0,0,Rural,1,2.6,3.6,High
20,55.1,7.7,Normal,8.9,3.8,1.1,3.2,2,1,0,0,1,Rural,1,0.5,1.3,Mild
34,84.9,7.2,Early,7.9,6.8,2.4,8.1,5,0,0,0,0,Rural,0,0.0,0.0,Minimal
25,63.8,7.5,Normal,9.6,5.3,0.0,7.1,5,3,0,0,0,Urban,1,2.3,1.3,Moderate
46,59.3,6.9,Late,11.1,5.0,0.1,4.7,3,0,0,1,0,Urban,0,0.0,0.0,High
41,86.8,4.8,Normal,9.7,4.5,0.0,5.9,6,3,0,0,0,Rural,1,2.9,2.3,Moderate
35,76.3,8.6,Normal,4.9,4.4,0.6,9.8,3,0,0,0,0,Rural,1,4.2,0.9,Minimal
58,55.6,4.8,Normal,5.8,1.1,0.6,2.5,6,0,0,0,0,Urban,1,2.7,0.6,Minimal
27,70.1,5.7,Late,8.6,1.4,3.3,7.7,5,4,0,0,0,Rural,1,0.4,0.1,Minimal
36,58.5,8.8,Normal,8.2,3.1,0.4,5.2,3,0,0,0,0,Urban,0,0.0,0.0,Minimal
49,51.4,5.0,Normal,10.1,6.6,1.9,5.4,4,2,0,0,0,Urban,1,2.1,3.3,Moderate
36,50.3,6.8,Normal,7.6,1.5,0.0,4.3,3,0,0,0,1,Rural,1,2.6,0.0,Mild
42,80.6,9.7,Late,6.4,2.2,0.3,4.9,4,2,0,1,0,Urban,1,2.0,0.0,Mild
35,58.4,7.1,Late,6.9,1.4,0.6,6.8,5,5,0,0,0,Rural,1,4.2,2.1,Mild
32,55.6,4.9,Normal,7.0,3.3,1.6,6.0,3,1,0,0,0,Rural,1,0.7,1.6,Minimal
45,66.9,8.1,Normal,8.3,3.8,1.5,5.8,6,6,0,0,0,Urban,1,2.2,1.1,Mild
51,108.8,7.7,Late,8.8,1.9,2.6,6.0,5,1,0,0,1,Rural,1,1.3,1.2,Mild
35,77.3,7.2,Late,10.1,4.2,0.0,5.6,3,0,0,0,0,Rural,1,2.2,0.0,Moderate
28,82.6,3.9,Normal,5.6,3.7,0.7,7.5,6,1,1,0,0,Urban,1,1.8,1.6,Moderate
39,56.1,9.0,Normal,6.8,1.3,1.0,5.7,6,2,0,1,0,Urban,1,1.0,1.1,Minimal
41,76.7,9.7,Normal,10.0,5.8,0.7,4.0,7,2,1,0,0,Rural,1,4.1,0.9,Moderate
54,70.2,7.0,Late,9.3,3.4,0.0,4.1,2,1,0,0,0,Rural,1,0.0,1.9,Moderate
37,59.8,6.0,Normal,9.8,8.0,1.6,8.4,9,3,1,0,0,Urban,1,0.6,1.2,Moderate
45,67.0,7.8,Normal,9.4,5.6,0.2,4.0,4,2,0,0,0,Urban,1,2.5,0.0,Moderate
43,60.7,7.8,Early,6.0,3.2,1.4,6.5,4,2,0,1,0,Rural,1,0.8,1.4,Minimal
44,72.3,7.9,Early,11.3,2.5,1.0,6.0,3,0,1,0,0,Urban,0,0.0,0.0,Mild
40,67.1,7.0,Early,6.2,6.2,0.2,6.5,3,3,1,0,0,Urban,1,1.2,1.9,High
34,60.7,7.8,Late,8.6,1.7,0.6,5.1,3,2,1,1,0,Urban,1,4.8,0.0,Critical
52,66.6,8.1,Normal,11.1,0.3,0.0,6.2,5,0,0,1,0,Rural,1,2.1,1.6,Mild
33,83.3,10.8,Late,4.9,2.7,0.7,6.5,5,0,1,1,1,Rural,1,1.0,2.2,Moderate
41,52.9,7.7,Late,8.3,0.0,0.4,3.8,3,3,0,0,0,Urban,0,0.0,0.0,Mild
39,62.0,7.3,Normal,5.6,3.5,0.6,4.2,3,2,0,1,0,Rural,1,3.4,3.0,Mild
54,75.1,4.7,Normal,10.0,3.2,0.8,5.5,5,1,1,1,0,Urban,1,0.7,0.0,High
52,61.2,4.9,Early,5.8,0.7,1.4,7.2,5,5,0,0,0,Urban,1,1.4,2.3,Minimal
37,89.0,7.2,Normal,6.2,4.5,1.9,4.1,1,0,0,1,0,Urban,1,1.0,1.2,Mild
43,87.4,6.9,Normal,8.8,4.7,1.2,5.2,5,1,0,1,0,Rural,1,4.2,1.9,Mild
29,88.1,5.6,Normal,9.4,0.0,2.2,6.6,4,2,0,0,0,Urban,1,3.7,0.1,Minimal
17,79.8,5.5,Late,8.4,5.0,0.6,6.7,7,0,0,0,0,Rural,1,0.0,0.3,Minimal
24,84.7,7.9,Late,9.3,4.7,0.7,3.8,7,4,1,0,0,Urban,1,0.7,0.4,High
29,70.4,6.1,Late,9.7,3.3,3.1,4.5,4,5,0,1,0,Urban,1,2.2,4.0,Moderate
30,61.5,5.8,Early,8.6,1.5,1.7,5.5,2,1,0,0,0,Rural,1,2.2,1.0,Minimal
31,62.4,5.4,Normal,7.4,2.1,0.0,9.3,6,4,0,1,1,Urban,1,3.6,2.5,High
33,46.7,5.8,Early,5.2,4.0,0.4,8.0,4,2,0,0,0,Urban,1,3.1,0.1,Minimal
25,64.8,6.4,Late,5.9,1.6,1.4,4.7,1,3,1,1,1,Urban,1,4.4,0.6,Critical
19,65.7,7.0,Normal,9.8,6.3,2.0,9.9,2,2,0,0,0,Urban,1,2.4,0.0,Mild
19,67.4,7.4,Normal,8.6,4.5,0.0,5.6,4,1,0,0,0,Urban,1,1.8,2.6,Mild
28,107.8,6.4,Normal,7.6,6.9,1.0,7.6,4,0,0,0,0,Urban,1,0.0,0.0,Mild
40,59.1,4.3,Normal,7.0,1.9,0.8,4.1,4,0,0,0,0,Rural,1,4.4,0.4,Minimal
22,66.7,5.3,Normal,5.1,2.0,0.1,2.7,8,3,0,0,0,Rural,1,3.0,0.7,Minimal
19,102.3,6.2,Late,9.8,1.2,2.8,7.2,4,0,0,1,0,Rural,1,3.6,0.8,Mild
21,59.7,8.5,Early,6.9,4.2,0.0,9.0,3,3,0,0,0,Urban,1,0.7,0.6,Minimal
30,54.6,6.8,Late,7.5,4.9,1.1,6.4,4,3,0,0,0,Urban,1,1.8,3.6,Moderate
28,67.1,7.6,Normal,9.7,2.6,0.0,1.9,6,2,0,0,1,Rural,1,0.0,1.0,Moderate
51,59.6,9.1,Early,6.5,1.5,2.0,6.7,4,3,1,0,0,Urban,1,3.6,0.8,Minimal
55,86.4,6.8,Late,8.3,2.1,1.3,5.8,3,0,0,1,0,Urban,1,3.0,1.8,Moderate
18,72.3,7.0,Early,7.6,7.2,0.8,3.7,3,0,0,0,0,Urban,1,3.6,1.9,Mild
50,53.6,7.1,Late,8.0,3.9,0.5,6.1,8,0,0,0,0,Urban,1,0.3,2.7,Minimal
31,74.8,7.1,Normal,6.0,9.1,1.2,2.9,8,0,0,0,0,Rural,1,1.0,0.0,Minimal
50,72.9,5.4,Early,9.0,2.5,0.0,5.3,5,4,0,0,1,Urban,1,2.9,0.0,High
20,49.4,7.8,Early,8.6,1.8,2.0,3.4,4,0,0,0,0,Urban,1,0.0,1.1,Minimal
30,76.7,7.1,Late,9.8,1.2,2.0,5.3,9,0,1,0,1,Urban,1,2.0,0.0,Moderate
43,77.5,5.8,Late,8.1,5.2,3.2,7.7,6,0,1,1,0,Urban,1,2.2,0.0,Moderate
50,49.8,6.7,Normal,5.4,4.1,0.1,5.3,5,1,1,0,0,Urban,1,3.0,2.0,Moderate
52,51.8,4.2,Late,7.6,5.8,1.9,7.4,4,3,0,0,0,Rural,1,2.3,0.0,Mild
51,64.7,4.7,Late,5.2,1.2,0.0,3.6,3,2,0,0,0,Rural,0,0.0,0.0,Mild
24,60.7,8.3,Normal,11.3,1.7,2.3,6.9,7,0,1,1,0,Rural,1,4.0,0.0,Mild
55,78.9,6.7,Early,7.3,1.1,0.4,5.9,5,1,0,1,0,Rural,1,0.5,1.0,Minimal
50,63.5,9.0,Normal,8.1,2.5,0.2,5.9,1,5,0,0,1,Urban,1,2.1,1.6,High
43,67.4,7.1,Late,8.4,3.3,0.4,5.3,3,0,0,0,0,Urban,1,1.1,1.3,Mild
28,54.1,7.3,Normal,7.2,3.4,1.1,2.2,7,0,0,0,1,Urban,1,1.0,0.3,Mild
18,84.2,7.0,Late,10.5,1.7,1.9,6.7,6,0,0,1,0,Urban,0,0.0,0.0,Mild
58,58.6,5.5,Late,8.1,6.1,0.5,4.2,5,0,1,0,0,Urban,1,2.0,0.0,High
56,54.5,7.6,Late,6.4,3.0,0.5,4.7,3,1,0,0,0,Urban,1,3.1,1.5,Mild
50,70.8,6.0,Early,7.6,5.3,1.6,7.4,3,5,1,0,0,Urban,1,2.2,0.7,Moderate
59,86.1,7.5,Normal,8.7,0.0,1.6,3.6,5,1,0,0,0,Urban,1,2.6,0.8,Minimal
27,76.8,5.7,Late,7.0,2.0,0.9,4.8,6,3,0,0,0,Rural,1,1.0,2.4,Mild
32,61.5,8.1,Normal,7.4,7.9,1.1,5.9,3,2,0,1,0,Urban,1,2.1,2.8,Moderate
47,63.9,7.7,Late,8.9,3.1,2.2,5.2,3,0,0,0,0,Urban,1,2.9,0.7,Minimal
35,49.8,8.8,Normal,7.6,1.7,3.4,4.8,7,5,0,0,0,Urban,1,5.2,0.9,Minimal
30,98.9,8.1,Late,8.5,4.5,1.1,6.0,4,3,0,1,1,Urban,0,0.0,0.0,High
29,93.3,6.9,Early,8.4,2.9,0.0,6.7,6,3,0,0,0,Urban,1,2.0,1.7,Mild
19,74.3,9.3,Normal,6.7,6.4,0.3,9.3,7,3,0,1,0,Urban,1,2.6,0.0,Mild
20,69.8,7.6,Normal,7.0,0.3,0.2,8.1,5,4,0,0,0,Urban,0,0.0,0.0,Minimal
52,53.1,3.5,Late,4.7,0.1,0.4,8.9,4,0,0,0,0,Urban,0,0.0,0.0,Minimal
17,67.8,6.1,Late,10.4,0.3,1.9,5.8,5,1,0,0,0,Urban,1,3.9,2.1,Mild
26,83.4,6.8,Normal,8.6,4.4,3.1,5.4,5,5,0,0,0,Rural,1,3.6,0.6,Minimal
50,80.9,9.0,Late,7.3,2.2,1.6,6.5,3,5,0,0,0,Rural,1,3.0,0.0,Minimal
47,63.2,6.3,Normal,6.5,3.2,1.7,6.9,4,2,0,0,0,Urban,1,1.2,2.0,Minimal
50,82.0,6.0,Late,4.0,3.1,1.7,5.1,3,3,0,1,0,Urban,1,1.3,1.3,Mild
47,87.4,3.9,Late,5.1,5.2,1.8,4.3,5,3,0,0,0,Rural,1,1.5,0.4,Mild
45,70.5,8.9,Normal,11.3,6.2,0.0,2.7,6,2,0,0,1,Rural,1,4.2,0.7,High
35,84.7,9.2,Late,5.7,5.8,0.6,8.2,9,5,1,0,1,Urban,1,1.0,2.6,High
41,94.8,5.3,Normal,7.2,2.8,0.6,6.9,7,0,0,0,0,Rural,1,2.5,2.0,Minimal
41,98.7,4.9,Early,9.9,3.4,0.4,9.1,5,0,0,1,1,Rural,1,2.5,1.3,High
22,61.0,8.6,Late,5.6,6.6,0.4,6.4,4,0,1,0,0,Urban,1,2.6,0.9,Moderate
51,76.7,8.9,Normal,8.5,5.9,0.6,2.0,6,0,0,0,1,Urban,1,0.0,1.0,Mild
46,80.6,5.9,Late,6.8,2.5,0.1,7.8,4,3,1,0,0,Rural,1,1.2,0.0,Moderate
40,69.7,6.7,Normal,6.8,5.2,1.9,7.0,1,3,0,0,0,Urban,1,1.7,0.7,Mild
16,88.7,7.8,Late,8.1,1.2,1.7,6.5,6,3,0,0,0,Urban,1,2.5,0.0,Minimal
26,70.8,5.5,Normal,5.1,0.0,2.3,6.9,3,2,0,0,0,Urban,0,0.0,0.0,Minimal
36,67.7,5.6,Normal,7.1,0.0,0.1,3.1,4,1,0,1,1,Urban,1,0.0,0.5,High
31,50.3,6.5,Late,7.9,1.6,0.4,8.0,4,2,0,0,0,Urban,1,3.3,1.2,Mild
21,44.6,5.5,Normal,4.3,2.8,2.3,3.0,1,0,0,1,1,Rural,1,1.7,1.6,Mild
57,64.7,11.4,Late,11.1,4.7,1.0,7.3,5,2,0,0,0,Urban,1,3.6,1.6,Mild
18,40.0,8.9,Late,10.7,5.9,1.1,6.5,4,1,0,1,0,Rural,1,1.9,0.6,Moderate
51,88.7,6.5,Early,5.1,0.2,0.4,1.6,5,0,1,0,0,Urban,0,0.0,0.0,Mild
52,83.3,7.2,Normal,6.5,3.3,1.3,2.1,6,1,0,0,0,Rural,1,1.6,0.0,Minimal
46,80.3,4.6,Normal,10.8,5.1,2.6,6.5,3,1,0,1,1,Urban,1,1.5,2.3,High
25,86.7,7.6,Late,8.6,4.4,1.5,2.1,3,5,0,0,1,Rural,1,0.2,1.7,High
15,65.9,8.1,Early,8.4,0.1,2.2,7.5,6,0,0,0,0,Urban,1,3.5,1.3,Minimal
39,73.3,6.0,Early,9.8,2.8,1.1,2.4,7,0,0,0,0,Urban,0,0.0,0.0,Minimal
56,64.4,6.3,Normal,9.0,1.0,0.0,4.6,3,1,0,0,0,Rural,1,4.5,0.6,Mild
38,86.6,5.6,Normal,8.1,3.6,0.7,7.4,6,2,1,1,1,Rural,1,0.9,1.5,High
57,40.0,9.1,Early,6.6,5.8,1.5,4.2,6,3,0,0,0,Urban,1,1.3,2.3,Minimal
31,86.6,9.0,Late,8.0,0.0,0.0,4.6,8,2,1,0,1,Rural,1,1.9,1.0,Moderate
22,42.7,7.6,Early,11.0,3.3,2.3,4.3,7,0,0,0,0,Urban,1,2.3,0.0,Minimal
59,66.9,7.2,Early,10.8,3.9,1.4,6.4,4,0,0,1,1,Urban,1,1.6,0.7,Moderate
41,54.3,5.1,Normal,7.3,5.8,1.5,8.9,3,3,0,0,0,Urban,1,1.2,2.2,Mild
32,68.0,5.9,Normal,4.7,4.7,1.0,7.5,7,4,0,1,0,Urban,1,1.6,3.4,Mild
41,61.7,6.6,Early,7.5,4.1,3.0,3.7,5,2,0,0,0,Urban,1,2.2,1.0,Minimal
36,64.2,6.0,Late,2.6,1.5,1.4,6.4,6,3,0,0,0,Urban,1,3.5,2.0,Minimal
30,78.2,7.8,Early,9.1,4.6,1.3,4.4,4,0,0,0,1,Urban,1,0.0,0.6,Mild
16,73.4,4.5,Early,7.0,1.3,1.5,10.3,4,2,0,0,1,Rural,1,1.5,1.7,Minimal
19,85.0,5.1,Late,6.0,3.1,0.9,7.9,4,3,1,0,0,Urban,1,1.2,0.5,High
32,76.3,6.1,Normal,5.6,5.0,1.1,3.7,4,0,0,0,1,Rural,1,2.2,0.0,Mild
17,46.2,4.6,Late,6.9,3.0,0.8,6.9,2,0,0,0,0,Rural,1,0.4,1.5,Mild
41,105.3,8.5,Early,5.7,2.9,0.6,9.4,7,3,0,0,0,Urban,1,0.0,0.0,Minimal
31,40.2,8.7,Early,9.1,4.3,2.0,8.4,7,0,0,0,0,Rural,1,3.6,1.7,Minimal
30,74.7,4.5,Normal,3.5,0.0,1.2,9.8,6,6,0,0,0,Urban,1,3.6,0.5,Minimal
20,81.0,7.4,Late,9.0,6.6,0.0,8.9,7,0,0,0,1,Urban,1,3.1,1.3,High
21,74.4,6.4,Normal,9.5,1.2,1.1,7.6,8,0,1,1,0,Rural,1,1.5,1.2,Mild
28,67.0,7.0,Normal,9.3,1.0,1.9,6.4,4,5,0,0,0,Rural,0,0.0,0.0,Minimal
52,92.3,7.8,Normal,6.2,0.0,0.9,4.8,7,2,0,0,0,Rural,1,3.1,0.1,Minimal
54,86.8,3.9,Normal,7.5,4.5,1.8,7.6,5,1,0,1,0,Rural,1,1.9,1.7,Mild
29,69.7,8.6,Normal,7.5,0.3,1.8,7.1,4,2,1,0,0,Rural,1,1.9,0.0,Minimal
47,63.3,7.8,Late,4.7,4.2,2.8,3.8,6,2,0,1,0,Urban,1,0.0,0.0,Minimal
57,57.7,8.6,Late,5.8,1.7,0.2,8.9,2,1,0,1,0,Urban,1,0.8,0.0,Mild
41,58.9,4.2,Late,9.2,3.4,0.0,4.4,10,4,1,1,0,Urban,1,1.7,0.9,Critical
43,69.1,6.9,Normal,5.8,2.8,0.0,7.5,7,3,0,1,0,Urban,1,4.6,2.5,Moderate
51,45.2,7.8,Normal,10.9,0.4,2.2,5.9,2,0,1,1,1,Urban,1,2.1,0.2,High
19,69.9,7.7,Early,8.9,3.2,1.4,3.9,4,4,0,1,0,Urban,1,3.4,1.3,Moderate
43,82.0,8.3,Normal,5.9,1.4,2.6,9.8,3,4,0,0,0,Urban,1,2.0,0.9,Minimal
46,61.6,7.7,Normal,9.9,4.0,0.0,4.1,4,1,0,0,0,Urban,1,1.9,2.3,Mild
20,69.7,4.1,Late,7.8,2.7,1.5,4.7,4,1,0,1,0,Rural,1,1.5,1.5,Moderate
16,74.6,8.7,Normal,10.5,3.8,1.6,6.3,8,2,0,0,0,Urban,1,2.8,2.4,Minimal
20,77.3,6.3,Normal,8.2,1.4,2.0,3.2,5,2,0,0,0,Urban,1,0.0,0.3,Minimal
57,67.0,7.3,Late,9.5,2.3,0.0,7.9,2,0,0,0,1,Rural,1,3.2,1.3,Moderate
18,96.4,9.3,Normal,9.2,4.2,2.4,5.7,3,6,0,1,0,Rural,1,1.7,0.9,Mild
43,70.1,7.0,Normal,7.4,5.8,2.0,9.4,5,0,0,0,0,Rural,1,0.7,1.4,Minimal
39,50.1,6.5,Early,7.4,2.1,0.7,9.1,6,0,0,0,0,Urban,1,1.4,2.3,Minimal
23,64.2,5.3,Normal,8.9,3.8,0.9,9.0,2,3,0,0,1,Urban,1,5.0,0.2,High
17,89.5,5.0,Normal,8.7,0.5,2.2,6.4,2,2,0,0,0,Urban,0,0.0,0.0,Minimal
40,88.3,5.2,Early,10.5,1.9,0.2,1.2,4,3,0,0,0,Rural,0,0.0,0.0,Mild
57,44.2,6.9,Normal,9.6,0.4,1.5,9.4,5,0,0,0,1,Urban,1,3.0,0.3,Mild
41,65.5,10.3,Normal,8.9,2.7,1.3,6.1,4,2,0,1,0,Urban,1,3.9,1.5,Mild
50,62.1,6.5,Normal,4.8,4.0,1.7,8.4,2,2,0,0,1,Rural,0,0.0,0.0,Minimal
46,81.7,7.0,Late,9.8,4.1,0.0,1.8,7,0,0,0,0,Rural,1,2.8,2.4,Mild
15,52.9,8.0,Normal,8.3,5.8,0.5,2.3,4,0,0,0,0,Urban,1,1.0,2.0,Mild
30,93.4,5.9,Normal,7.1,1.3,0.5,6.7,6,4,1,1,0,Urban,0,0.0,0.0,High
25,48.0,9.1,Late,7.8,0.0,0.1,6.7,1,3,0,0,0,Urban,1,0.9,0.3,Mild
40,67.9,6.3,Early,2.9,1.8,1.5,5.8,5,3,0,0,0,Urban,1,0.0,0.5,Minimal
54,51.9,8.8,Late,11.0,2.8,1.1,3.9,3,6,0,0,1,Urban,1,4.1,0.6,High
15,79.9,7.9,Normal,8.7,0.0,0.6,6.8,4,0,0,0,1,Urban,1,3.7,1.2,Mild
40,40.0,7.1,Late,11.6,1.0,1.0,5.6,8,1,0,0,0,Rural,1,2.0,1.5,Minimal
42,67.4,6.1,Normal,13.1,2.4,0.5,4.6,5,3,0,1,1,Rural,1,3.5,3.2,Critical
23,67.1,8.4,Normal,2.7,5.6,0.5,6.7,3,2,0,0,0,Urban,1,2.3,2.2,Minimal
58,56.6,6.8,Normal,6.6,4.4,1.2,3.9,4,4,0,0,0,Rural,1,0.0,1.3,Minimal
36,88.3,6.2,Late,7.5,6.2,1.9,6.8,4,0,0,1,0,Urban,1,3.2,2.8,Moderate
22,95.6,9.4,Normal,8.1,0.6,1.3,6.4,5,3,0,0,0,Rural,1,1.5,1.0,Minimal
56,64.0,3.8,Normal,6.1,3.8,0.0,3.3,7,0,0,1,0,Rural,1,0.3,0.0,Mild
41,71.9,9.3,Normal,10.3,3.1,0.0,7.3,4,4,1,0,0,Rural,0,0.0,0.0,Moderate
53,60.7,10.0,Late,10.8,0.0,1.4,4.0,4,1,0,0,0,Rural,1,2.6,0.2,Minimal
33,51.1,5.7,Normal,4.9,1.4,2.1,5.0,6,0,0,0,1,Urban,1,1.6,1.5,Minimal
39,53.2,6.0,Normal,9.5,2.6,3.1,3.3,6,8,0,0,0,Rural,1,1.6,0.0,Minimal
52,53.6,5.3,Normal,5.6,4.8,0.2,4.2,5,0,0,0,0,Urban,1,4.4,0.0,Mild
35,88.7,8.3,Late,8.7,1.0,1.5,5.5,3,2,0,0,0,Rural,1,3.6,2.1,Minimal
38,76.5,6.0,Normal,6.3,3.7,0.7,6.5,2,0,0,0,1,Rural,1,2.0,0.9,Mild
38,55.7,6.8,Normal,10.0,1.2,0.6,2.3,4,3,0,0,1,Rural,1,3.7,0.0,Moderate
33,57.0,8.0,Early,10.1,5.6,1.5,3.9,7,5,0,0,0,Rural,1,2.9,1.5,Minimal
16,55.0,4.6,Late,8.2,2.1,1.4,4.8,7,5,0,0,0,Rural,1,0.2,0.8,Mild
28,41.8,4.7,Normal,11.1,2.3,0.0,4.0,5,4,0,0,1,Urban,1,4.9,1.8,Critical
46,77.8,7.5,Normal,7.2,3.1,0.7,7.6,7,3,0,0,0,Urban,1,3.3,2.1,Minimal
56,68.1,6.4,Late,9.0,0.0,1.1,7.2,6,2,0,1,1,Rural,1,2.6,2.4,Moderate
46,95.6,5.5,Late,8.9,2.4,1.3,3.5,6,1,0,0,0,Urban,1,0.7,0.5,Mild
42,40.0,7.0,Normal,7.8,4.0,2.2,2.9,5,0,0,0,0,Urban,1,5.6,0.0,Minimal
53,82.7,6.8,Late,9.4,2.2,1.1,7.3,8,1,0,0,0,Urban,1,3.1,1.9,Minimal
54,84.1,5.6,Late,9.6,2.3,0.4,10.1,4,1,0,1,0,Urban,0,0.0,0.0,Moderate
56,86.0,7.2,Normal,6.8,0.0,0.8,8.9,2,4,0,0,0,Urban,1,0.8,0.0,Minimal
54,73.7,5.5,Early,8.7,2.5,0.8,6.0,4,1,0,0,0,Urban,1,6.7,1.2,Mild
27,83.8,8.1,Late,7.9,4.3,2.8,5.4,5,5,0,1,0,Urban,0,0.0,0.0,Mild
26,74.6,6.7,Normal,8.3,5.8,1.5,7.4,8,0,0,0,0,Urban,1,1.6,0.4,Minimal
22,58.8,9.8,Normal,11.1,0.9,1.5,5.8,3,1,0,0,0,Urban,1,4.2,0.4,Minimal
29,64.0,5.0,Late,5.9,6.0,0.7,5.3,3,0,0,1,0,Urban,1,4.3,1.4,High
40,63.6,6.1,Late,10.5,7.1,0.0,8.2,4,2,0,0,0,Urban,1,1.3,2.4,High
26,87.5,8.4,Late,7.1,3.0,0.0,3.4,1,3,1,0,0,Urban,1,0.0,2.0,High
57,89.2,5.4,Late,7.2,1.4,2.4,4.7,5,2,1,0,0,Urban,1,2.7,0.9,Moderate
41,82.2,7.0,Normal,7.2,3.1,1.4,8.0,5,2,1,0,0,Rural,0,0.0,0.0,Minimal
32,70.9,4.0,Normal,7.8,3.5,4.0,5.6,2,3,0,1,0,Urban,1,3.5,0.9,Mild
59,40.0,5.4,Normal,8.2,2.8,0.9,4.6,1,3,0,0,0,Urban,1,1.7,0.9,Moderate
50,82.4,5.6,Late,6.6,0.0,1.2,2.4,5,0,1,1,0,Rural,1,3.3,0.5,Moderate
41,81.7,6.7,Late,3.5,3.1,2.2,5.8,3,3,0,1,0,Rural,1,1.0,0.2,Minimal
23,74.3,8.5,Late,8.9,3.6,2.3,7.4,6,0,0,0,0,Rural,1,1.0,0.5,Minimal
53,77.2,6.6,Normal,7.4,4.5,0.8,2.0,6,6,0,0,0,Rural,1,0.0,0.2,Mild
15,57.8,6.5,Normal,5.8,6.8,1.0,6.7,6,1,0,0,0,Rural,1,0.0,0.9,Minimal
21,64.8,5.8,Normal,7.6,0.1,1.1,9.3,8,0,0,0,1,Urban,1,2.6,0.0,Minimal
40,57.7,5.3,Normal,7.8,5.1,0.4,7.8,3,0,0,0,0,Urban,1,1.8,0.5,Mild
21,67.7,8.5,Late,12.5,1.8,1.7,5.6,6,4,0,0,0,Urban,0,0.0,0.0,Mild
21,83.2,7.3,Early,9.2,1.2,0.7,7.4,6,3,0,0,0,Urban,1,2.2,0.8,Minimal
22,76.6,6.5,Early,10.0,4.4,1.0,6.9,6,0,0,1,0,Rural,1,1.5,0.0,Mild
30,54.3,9.4,Normal,8.4,5.3,2.4,3.9,1,0,0,1,0,Urban,1,0.7,2.9,Mild
17,97.5,3.0,Normal,8.3,3.5,0.0,8.6,5,2,1,0,0,Rural,1,0.6,0.0,Moderate
59,72.6,8.5,Late,8.7,2.3,0.3,9.3,3,2,0,0,0,Urban,1,3.6,0.7,Mild
24,59.9,4.6,Normal,5.5,2.3,1.1,6.2,3,3,0,0,0,Rural,1,1.4,0.7,Minimal
21,65.5,7.2,Normal,7.0,7.4,2.1,6.4,5,6,0,1,0,Rural,1,1.7,1.5,Mild
35,61.7,8.4,Early,6.7,2.3,0.2,7.8,2,6,0,1,0,Urban,1,4.4,1.6,Moderate
51,73.4,4.3,Late,6.7,4.5,0.1,7.8,2,2,1,0,0,Urban,1,2.2,1.2,Critical
45,50.2,8.9,Normal,5.6,2.7,0.0,6.8,4,0,0,0,1,Rural,0,0.0,0.0,Minimal
37,74.4,6.8,Normal,6.7,3.1,0.4,2.7,4,1,0,0,0,Urban,0,0.0,0.0,Minimal
41,82.6,5.8,Normal,10.1,5.5,1.4,2.2,5,0,0,1,0,Urban,0,0.0,0.0,Moderate
36,79.9,7.3,Early,4.7,6.7,0.5,6.7,6,1,0,1,0,Rural,0,0.0,0.0,Minimal
53,74.0,7.8,Late,9.2,1.9,0.0,6.1,5,1,0,0,0,Urban,1,1.7,0.0,Mild
41,78.6,10.6,Late,12.4,1.8,1.5,6.2,9,0,0,1,0,Rural,1,0.2,3.2,Minimal
18,75.9,6.7,Normal,12.3,3.5,0.5,6.8,5,0,0,0,0,Urban,1,0.5,1.3,Mild
38,85.7,8.3,Normal,7.9,2.1,0.8,4.2,6,1,0,0,0,Urban,0,0.0,0.0,Minimal
37,66.4,7.2,Normal,8.4,0.0,1.4,5.1,4,7,0,1,0,Rural,1,0.0,0.3,Mild
33,56.3,7.5,Late,11.2,0.3,1.2,8.9,5,2,0,1,1,Rural,1,2.2,0.3,Moderate
56,75.5,6.6,Normal,6.3,3.5,0.7,5.3,3,1,0,0,0,Rural,1,2.9,1.1,Minimal
17,86.3,5.9,Normal,11.1,3.1,1.0,3.3,7,1,0,0,0,Rural,1,1.2,0.4,Minimal
41,64.1,7.6,Normal,7.9,0.0,2.6,4.2,2,0,0,0,1,Urban,0,0.0,0.0,Minimal
17,94.0,5.5,Normal,11.4,2.5,2.4,7.8,6,3,0,0,0,Rural,1,1.6,1.3,Minimal
42,75.7,4.0,Normal,6.4,4.7,0.0,9.2,7,0,0,1,0,Rural,1,2.9,0.0,Mild
31,83.9,7.2,Normal,9.3,4.6,0.8,5.1,5,1,0,1,0,Urban,1,1.0,1.7,Moderate
45,52.6,5.8,Normal,10.5,2.1,0.0,6.3,6,0,1,0,0,Urban,1,0.8,3.0,Moderate
24,81.9,6.6,Late,8.2,4.1,2.6,8.7,2,1,0,0,0,Urban,1,1.4,0.8,Minimal
36,77.0,4.5,Normal,5.1,0.2,1.0,5.5,5,2,0,0,0,Urban,1,1.1,1.1,Minimal
